"Country or Area","Year","Value"
"Malta","1996","2801.45372888412"
"Malta","1995","2682.40980361264"
"Malta","1994","2886.54421405389"
"Malta","1993","3105.2595782604"
"Malta","1992","2517.17910835012"
"Malta","1991","2452.20395855668"
"Malta","1990","2599.28250371844"
"Monaco","2020","70.0364587659178"
"Monaco","2019","83.290860154434"
"Monaco","2018","86.9675673557884"
"Monaco","2017","83.6067469564671"
"Monaco","2016","86.6813491791389"
"Monaco","2015","88.4331071404933"
"Monaco","2014","85.5183917080532"
"Monaco","2013","91.291176805483"
"Monaco","2012","89.1691143224963"
"Monaco","2011","86.5366162436582"
"Monaco","2010","88.8754785318146"
"Monaco","2009","90.280607098526"
"Monaco","2008","94.0476653003966"
"Monaco","2007","93.3419522574012"
"Monaco","2006","93.5452162575917"
"Monaco","2005","97.9257678934787"
"Monaco","2004","99.1778147351906"
"Monaco","2003","104.424515431452"
"Monaco","2002","107.287486828859"
"Monaco","2001","106.984251986572"
"Monaco","2000","106.559982951843"
"Monaco","1999","108.444406788426"
"Monaco","1998","107.277380045998"
"Monaco","1997","108.142373939047"
"Monaco","1996","109.526617688205"
"Monaco","1995","105.722886709555"
"Monaco","1994","109.083389037089"
"Monaco","1993","108.386134753404"
"Monaco","1992","109.239359671278"
"Monaco","1991","103.597114323025"
"Monaco","1990","102.739314338045"
"Netherlands","2020","163915.181873301"
"Netherlands","2019","179837.652816342"
"Netherlands","2018","185596.905300021"
"Netherlands","2017","190568.237629885"
"Netherlands","2016","193058.388825416"
"Netherlands","2015","192648.931448277"
"Netherlands","2014","185548.934449091"
"Netherlands","2013","193342.4435401"
"Netherlands","2012","193009.402933138"
"Netherlands","2011","197244.083328162"
"Netherlands","2010","211583.232989144"
"Netherlands","2009","199616.392320886"
"Netherlands","2008","205213.10145387"
"Netherlands","2007","205783.619635105"
"Netherlands","2006","207397.765394752"
"Netherlands","2005","212447.591194561"
"Netherlands","2004","218177.144638922"
"Netherlands","2003","216641.133487885"
"Netherlands","2002","215996.866064467"
"Netherlands","2001","218195.27443161"
"Netherlands","2000","217505.213960493"
"Netherlands","1999","219291.088436184"
"Netherlands","1998","232742.897101314"
"Netherlands","1997","232356.34231006"
"Netherlands","1996","240401.579635095"
"Netherlands","1995","229625.237710761"
"Netherlands","1994","229568.288660166"
"Netherlands","1993","228686.533756133"
"Netherlands","1992","227938.943777762"
"Netherlands","1991","227256.54801143"
"Netherlands","1990","219596.541318918"
"New Zealand","2020","78778.3660244794"
"New Zealand","2019","81617.0583520454"
"New Zealand","2018","80079.5816581744"
"New Zealand","2017","79889.5941853317"
"New Zealand","2016","78391.4842922456"
"New Zealand","2015","80450.0646363633"
"New Zealand","2014","80618.3975119932"
"New Zealand","2013","79805.6550040504"
"New Zealand","2012","80482.5715027972"
"New Zealand","2011","78290.2794177592"
"New Zealand","2010","78426.3167987945"
"New Zealand","2009","77834.6123581799"
"New Zealand","2008","80494.1612768696"
"New Zealand","2007","80727.5164595144"
"New Zealand","2006","82832.5524837255"
"New Zealand","2005","82666.1032002047"
"New Zealand","2004","80621.383253643"
"New Zealand","2003","80784.302388846"
"New Zealand","2002","78594.9083421878"
"New Zealand","2001","78503.950252401"
"New Zealand","2000","75515.1694634082"
"New Zealand","1999","73576.2615467213"
"New Zealand","1998","71822.3527042076"
"New Zealand","1997","74027.477663775"
"New Zealand","1996","71191.4855296582"
"New Zealand","1995","69012.9066015016"
"New Zealand","1994","68443.5005482329"
"New Zealand","1993","67194.3736405026"
"New Zealand","1992","67332.2136346522"
"New Zealand","1991","66175.5267457477"
"New Zealand","1990","65196.9806321322"
"Norway","2020","49272.5541849231"
"Norway","2019","51086.0344588263"
"Norway","2018","52871.0734774336"
"Norway","2017","52840.3486817961"
"Norway","2016","53585.7792760158"
"Norway","2015","54488.2492527549"
"Norway","2014","54040.5820201565"
"Norway","2013","53671.5571558548"
"Norway","2012","53412.7116640477"
"Norway","2011","53990.8159624027"
"Norway","2010","54938.6740950509"
"Norway","2009","52672.1085355505"
"Norway","2008","55131.0312789155"
"Norway","2007","56604.9094408991"
"Norway","2006","54933.7911892454"
"Norway","2005","54945.1933402559"
"Norway","2004","56013.9983375605"
"Norway","2003","55613.2143805482"
"Norway","2002","55009.7803354258"
"Norway","2001","56192.6602334053"
"Norway","2000","54922.3808145289"
"Norway","1999","55582.8644096091"
"Norway","1998","54560.8226592699"
"Norway","1997","54533.0990586945"
"Norway","1996","54511.4290462472"
"Norway","1995","51631.4240646979"
"Norway","1994","51236.0514480018"
"Norway","1993","49331.7909320069"
"Norway","1992","47367.6113849067"
"Norway","1991","49025.0469303764"
"Norway","1990","51431.7911865044"
"Poland","2020","376038.461432617"
"Poland","2019","390538.935711907"
"Poland","2018","413128.197534182"
"Poland","2017","414395.745264089"
"Poland","2016","400064.978952595"
"Poland","2015","389149.280971154"
"Poland","2014","387209.276108389"
"Poland","2013","400103.331994125"
"Poland","2012","404244.112050745"
"Poland","2011","411821.413295764"
"Poland","2010","412901.832439076"
"Poland","2009","395673.689731187"
"Poland","2008","413674.669994761"
"Poland","2007","420214.816229485"
"Poland","2006","420378.631248543"
"Poland","2005","405202.257705007"
"Poland","2004","405015.287307123"
"Poland","2003","399360.755128071"
"Poland","2002","385552.009634248"
"Poland","2001","395275.606501616"
"Poland","2000","396680.485809049"
"Poland","1999","409335.655104206"
"Poland","1998","420746.341963866"
"Poland","1997","451079.16426128"
"Poland","1996","461159.062876205"
"Poland","1995","447348.592530732"
"Poland","1994","445318.00826973"
"Poland","1993","450927.277182346"
"Poland","1992","451029.351262126"
"Poland","1991","463801.212942483"
"Poland","1990","475872.745815169"
"Portugal","2020","57453.7713451176"
"Portugal","2019","63467.9023086822"
"Portugal","2018","67091.6240863779"
"Portugal","2017","70758.4735398208"
"Portugal","2016","65694.9041030984"
"Portugal","2015","67534.5464700274"
"Portugal","2014","63379.0780693186"
"Portugal","2013","63447.861196759"
"Portugal","2012","65313.9669131138"
"Portugal","2011","67241.8300709185"
"Portugal","2010","68726.5594771507"
"Portugal","2009","72970.1926294343"
"Portugal","2008","76078.0846131362"
"Portugal","2007","78468.9515335732"
"Portugal","2006","80735.9182603387"
"Portugal","2005","85563.9761498211"
"Portugal","2004","83609.511670675"
"Portugal","2003","80319.3932597491"
"Portugal","2002","85407.3001766925"
"Portugal","2001","80944.3206751135"
"Portugal","2000","81402.9095951504"
"Portugal","1999","82117.517464721"
"Portugal","1998","74018.7214215339"
"Portugal","1997","69146.7871185707"
"Portugal","1996","65948.3534301455"
"Portugal","1995","68231.9139718757"
"Portugal","1994","63560.3441563093"
"Portugal","1993","62651.5186487107"
"Portugal","1992","64147.5263268161"
"Portugal","1991","60288.0629383986"
"Portugal","1990","58365.6825851972"
"Romania","2020","109934.327668762"
"Romania","2019","113939.383658878"
"Romania","2018","117597.480154107"
"Romania","2017","116701.164269186"
"Romania","2016","113456.380472506"
"Romania","2015","114817.685072041"
"Romania","2014","115292.889988"
"Romania","2013","116059.324612565"
"Romania","2012","127537.239511826"
"Romania","2011","129627.14883347"
"Romania","2010","122862.631888405"
"Romania","2009","127058.670003039"
"Romania","2008","147982.506798726"
"Romania","2007","151887.142681588"
"Romania","2006","148403.923880857"
"Romania","2005","146902.5953009"
"Romania","2004","148139.994749254"
"Romania","2003","149901.262651716"
"Romania","2002","144186.010368123"
"Romania","2001","142647.772756302"
"Romania","2000","138979.50115332"
"Romania","1999","145577.477260346"
"Romania","1998","163592.714670151"
"Romania","1997","180668.050521744"
"Romania","1996","187826.00740588"
"Romania","1995","184936.237642188"
"Romania","1994","177810.778629956"
"Romania","1993","180396.618454608"
"Romania","1992","190518.232564465"
"Romania","1991","205870.959008916"
"Romania","1990","249696.530223753"
"Russian Federation","2020","2051437.41372019"
"Russian Federation","2019","2122793.40653294"
"Russian Federation","2018","2132702.05429274"
"Russian Federation","2017","2070208.41098443"
"Russian Federation","2016","2023425.78827546"
"Russian Federation","2015","2023981.95058121"
"Russian Federation","2014","2029101.11853145"
"Russian Federation","2013","2033822.90732125"
"Russian Federation","2012","2093883.83112415"
"Russian Federation","2011","2069031.43069633"
"Russian Federation","2010","2011925.17345244"
"Russian Federation","2009","1918798.79147097"
"Russian Federation","2008","2054042.22823574"
"Russian Federation","2007","2024611.88119692"
"Russian Federation","2006","2024878.45056971"
"Russian Federation","2005","1966308.37929621"
"Russian Federation","2004","1949405.10349888"
"Russian Federation","2003","1937194.91714377"
"Russian Federation","2002","1905832.79814921"
"Russian Federation","2001","1926119.74965503"
"Russian Federation","2000","1892383.82219837"
"Russian Federation","1999","1897763.77926716"
"Russian Federation","1998","1867454.79464635"
"Russian Federation","1997","1899349.78830402"
"Russian Federation","1996","2016774.07614383"
"Russian Federation","1995","2067814.83522793"
"Russian Federation","1994","2119790.2932547"
"Russian Federation","1993","2382499.4153036"
"Russian Federation","1992","2521408.58140879"
"Russian Federation","1991","3001659.10397601"
"Russian Federation","1990","3162627.60486098"
"Slovakia","2020","37002.706367291"
"Slovakia","2019","39776.3493593498"
"Slovakia","2018","42081.7712549358"
"Slovakia","2017","42215.2851409333"
"Slovakia","2016","41126.8515459786"
"Slovakia","2015","40657.9752787828"
"Slovakia","2014","39959.8188579487"
"Slovakia","2013","41915.265010125"
"Slovakia","2012","42237.6902536032"
"Slovakia","2011","44642.6362275791"
"Slovakia","2010","45624.0157821695"
"Slovakia","2009","44813.941613661"
"Slovakia","2008","49101.0257570062"
"Slovakia","2007","48574.3078591633"
"Slovakia","2006","50304.7357614094"
"Slovakia","2005","50495.1044285854"
"Slovakia","2004","50505.5008584483"
"Slovakia","2003","49770.5148530859"
"Slovakia","2002","49638.0793502277"
"Slovakia","2001","51033.1767320642"
"Slovakia","2000","48704.1659619183"
"Slovakia","1999","50517.0453873283"
"Slovakia","1998","51818.9483204748"
"Slovakia","1997","52537.1991919138"
"Slovakia","1996","52686.8296207442"
"Slovakia","1995","52840.350263463"
"Slovakia","1994","52331.0064937582"
"Slovakia","1993","54800.7697821546"
"Slovakia","1992","58210.7129464777"
"Slovakia","1991","63918.5126929337"
"Slovakia","1990","73374.791717318"
"Slovenia","2020","15851.4420231614"
"Slovenia","2019","17074.181856199"
"Slovenia","2018","17554.6851105205"
"Slovenia","2017","17727.3826364437"
"Slovenia","2016","17657.5766513122"
"Slovenia","2015","16793.5065437451"
"Slovenia","2014","16612.1987343418"
"Slovenia","2013","18250.0695376648"
"Slovenia","2012","18943.4893647726"
"Slovenia","2011","19567.8293392956"
"Slovenia","2010","19643.7727752805"
"Slovenia","2009","19407.7337242501"
"Slovenia","2008","21572.7134209376"
"Slovenia","2007","20846.8723811297"
"Slovenia","2006","20662.8090047711"
"Slovenia","2005","20462.3773912906"
"Slovenia","2004","20202.1590807476"
"Slovenia","2003","19799.5076437712"
"Slovenia","2002","20127.3849505156"
"Slovenia","2001","19854.4545707885"
"Slovenia","2000","18581.8327836791"
"Slovenia","1999","18803.4915332648"
"Slovenia","1998","19417.9312977844"
"Slovenia","1997","19826.4442432257"
"Slovenia","1996","19287.5969581342"
"Slovenia","1995","18683.1737217555"
"Slovenia","1994","17902.6950662134"
"Slovenia","1993","17483.7221958448"
"Slovenia","1992","17236.2945968209"
"Slovenia","1991","17246.7826308456"
"Slovenia","1990","18598.8524446002"
"Spain","2020","274742.894880007"
"Spain","2019","313828.489097652"
"Spain","2018","333251.39739088"
"Spain","2017","338844.750120605"
"Spain","2016","325627.600489915"
"Spain","2015","337416.383116435"
"Spain","2014","325894.011352414"
"Spain","2013","323830.862882654"
"Spain","2012","350635.372631752"
"Spain","2011","357852.0371454"
"Spain","2010","358156.642185642"
"Spain","2009","372606.630694897"
"Spain","2008","412489.578829711"
"Spain","2007","446685.746878335"
"Spain","2006","435528.486699846"
"Spain","2005","442321.40270884"
"Spain","2004","427565.566037373"
"Spain","2003","411770.576476462"
"Spain","2002","403903.883767923"
"Spain","2001","385864.192739185"
"Spain","2000","388091.258087469"
"Spain","1999","372916.278566632"
"Spain","1998","345924.155428692"
"Spain","1997","336504.83040389"
"Spain","1996","322247.128049839"
"Spain","1995","330044.525610965"
"Spain","1994","313888.668690079"
"Spain","1993","296865.051975517"
"Spain","1992","307440.414712216"
"Spain","1991","297816.597447292"
"Spain","1990","290103.67264415"
"Sweden","2020","46284.7526240821"
"Sweden","2019","50810.5926616619"
"Sweden","2018","52149.8279106731"
"Sweden","2017","53100.5249251058"
"Sweden","2016","53701.6802862323"
"Sweden","2015","54105.9962830682"
"Sweden","2014","53944.0236411048"
"Sweden","2013","55842.9769483766"
"Sweden","2012","57508.5715391605"
"Sweden","2011","60371.6317606403"
"Sweden","2010","64713.6413202847"
"Sweden","2009","58680.1692138758"
"Sweden","2008","62952.5206283328"
"Sweden","2007","65324.0164648094"
"Sweden","2006","66441.3700880793"
"Sweden","2005","66827.5317068136"
"Sweden","2004","69656.8393246476"
"Sweden","2003","70231.1239803566"
"Sweden","2002","69871.8557080664"
"Sweden","2001","69156.5234243547"
"Sweden","2000","68337.6416834855"
"Sweden","1999","69684.0588711986"
"Sweden","1998","72759.3182752713"
"Sweden","1997","72310.3042719512"
"Sweden","1996","77313.2032052561"
"Sweden","1995","73363.5013238189"
"Sweden","1994","74016.1124602816"
"Sweden","1993","71510.1922733611"
"Sweden","1992","71213.2581494487"
"Sweden","1991","71688.5164127134"
"Sweden","1990","71441.5546044423"
"Switzerland","2020","43290.9941700198"
"Switzerland","2019","45973.870428383"
"Switzerland","2018","46256.9260134188"
"Switzerland","2017","47754.0796901917"
"Switzerland","2016","48631.3784476368"
"Switzerland","2015","48355.4836436947"
"Switzerland","2014","48845.0332372416"
"Switzerland","2013","52785.6991776952"
"Switzerland","2012","51901.4199457908"
"Switzerland","2011","50552.3822955446"
"Switzerland","2010","54669.6677858365"
"Switzerland","2009","53036.0047883757"
"Switzerland","2008","54492.8717255109"
"Switzerland","2007","53076.9884056862"
"Switzerland","2006","54990.5693798844"
"Switzerland","2005","55299.1733843087"
"Switzerland","2004","54653.8738581079"
"Switzerland","2003","54022.3052385388"
"Switzerland","2002","52938.1847061078"
"Switzerland","2001","54428.3039233033"
"Switzerland","2000","52889.1238805123"
"Switzerland","1999","53580.155594449"
"Switzerland","1998","53736.414371989"
"Switzerland","1997","52170.0605142513"
"Switzerland","1996","53323.9031083564"
"Switzerland","1995","52621.6057881511"
"Switzerland","1994","51688.1134611339"
"Switzerland","1993","52695.0519463942"
"Switzerland","1992","55241.6847595505"
"Switzerland","1991","55473.4833541906"
"Switzerland","1990","53566.2476171252"
"Türkiye","2020","523897.187969141"
"Türkiye","2019","508078.171845381"
"Türkiye","2018","524038.913376923"
"Türkiye","2017","528311.86650305"
"Türkiye","2016","500752.410546549"
"Türkiye","2015","474469.912445892"
"Türkiye","2014","459365.74300863"
"Türkiye","2013","440048.694435875"
"Türkiye","2012","448005.526821717"
"Türkiye","2011","428492.478417123"
"Türkiye","2010","398675.648826434"
"Türkiye","2009","395127.314325817"
"Türkiye","2008","387867.898217363"
"Türkiye","2007","391259.81301445"
"Türkiye","2006","357962.053228412"
"Türkiye","2005","336986.35465298"
"Türkiye","2004","314474.672607421"
"Türkiye","2003","304853.826420663"
"Türkiye","2002","285698.774053967"
"Türkiye","2001","279804.702173839"
"Türkiye","2000","299010.155875664"
"Türkiye","1999","277879.815030308"
"Türkiye","1998","280437.955329994"
"Türkiye","1997","278883.251812085"
"Türkiye","1996","267662.0043588"
"Türkiye","1995","248560.973398079"
"Türkiye","1994","234610.698075043"
"Türkiye","1993","240635.808374533"
"Türkiye","1992","233312.950087226"
"Türkiye","1991","227104.943653533"
"Türkiye","1990","219720.001406771"
"Ukraine","2020","317695.596774015"
"Ukraine","2019","333834.969018442"
"Ukraine","2018","339500.295023565"
"Ukraine","2017","322998.685176855"
"Ukraine","2016","337413.39411973"
"Ukraine","2015","319107.601156992"
"Ukraine","2014","362562.343583141"
"Ukraine","2013","408987.882386538"
"Ukraine","2012","417374.44654746"
"Ukraine","2011","428358.806492008"
"Ukraine","2010","407103.472143321"
"Ukraine","2009","390273.191643751"
"Ukraine","2008","450718.467577259"
"Ukraine","2007","462932.507509993"
"Ukraine","2006","459566.427202712"
"Ukraine","2005","441930.154973765"
"Ukraine","2004","442754.18552682"
"Ukraine","2003","440055.036727934"
"Ukraine","2002","430798.900956038"
"Ukraine","2001","445653.443287326"
"Ukraine","2000","427557.816730831"
"Ukraine","1999","449361.444259972"
"Ukraine","1998","480675.671501784"
"Ukraine","1997","499354.884233227"
"Ukraine","1996","515054.390712124"
"Ukraine","1995","561889.841967274"
"Ukraine","1994","604680.665956147"
"Ukraine","1993","710953.123083512"
"Ukraine","1992","801043.257889747"
"Ukraine","1991","856026.442329217"
"Ukraine","1990","942389.616088656"
"United Kingdom","2020","405754.883370902"
"United Kingdom","2019","448389.638358096"
"United Kingdom","2018","464307.206862966"
"United Kingdom","2017","473113.187044508"
"United Kingdom","2016","484244.95242445"
"United Kingdom","2015","509266.130489834"
"United Kingdom","2014","526914.785619967"
"United Kingdom","2013","567038.73562689"
"United Kingdom","2012","580528.033252707"
"United Kingdom","2011","564263.397313042"
"United Kingdom","2010","609398.601673111"
"United Kingdom","2009","595065.647049433"
"United Kingdom","2008","651364.742088377"
"United Kingdom","2007","672431.508285289"
"United Kingdom","2006","684093.492594295"
"United Kingdom","2005","691247.990326744"
"United Kingdom","2004","698972.154784689"
"United Kingdom","2003","702304.928014511"
"United Kingdom","2002","695757.847366015"
"United Kingdom","2001","717276.918992606"
"United Kingdom","2000","714300.902367973"
"United Kingdom","1999","714329.71313159"
"United Kingdom","1998","744404.844903578"
"United Kingdom","1997","745547.678693419"
"United Kingdom","1996","769570.070680617"
"United Kingdom","1995","748697.905291524"
"United Kingdom","1994","754948.24001589"
"United Kingdom","1993","765797.925128735"
"United Kingdom","1992","785188.986093908"
"United Kingdom","1991","805857.213971607"
"United Kingdom","1990","797015.766359632"
"United States of America","2020","5981354.3724796"
"United States of America","2019","6571725.74616591"
"United States of America","2018","6687512.57301524"
"United States of America","2017","6500975.38574651"
"United States of America","2016","6537871.03170001"
"United States of America","2015","6689006.12653568"
"United States of America","2014","6843355.82193859"
"United States of America","2013","6784494.21696354"
"United States of America","2012","6606523.76427815"
"United States of America","2011","6845087.11930875"
"United States of America","2010","7007442.26146437"
"United States of America","2009","6787264.72641999"
"United States of America","2008","7240643.54789233"
"United States of America","2007","7463786.40698722"
"United States of America","2006","7360801.26712077"
"United States of America","2005","7434827.93926333"
"United States of America","2004","7428447.64436595"
"United States of America","2003","7313828.08195993"
"United States of America","2002","7259157.14937395"
"United States of America","2001","7219162.97412911"
"United States of America","2000","7327593.20916717"
"United States of America","1999","7138140.71304295"
"United States of America","1998","7094833.38877493"
"United States of America","1997","7046213.08823235"
"United States of America","1996","6990925.58040964"
"United States of America","1995","6785363.61416909"
"United States of America","1994","6700778.17561632"
"United States of America","1993","6613395.75015369"
"United States of America","1992","6497290.07918267"
"United States of America","1991","6382938.92165308"
"United States of America","1990","6453450.22325188"

