"Country or Area","Year","Value"
"Belarus","2005","86601.4650154908"
"Belarus","2004","84678.7287978871"
"Belarus","2003","80982.7809422928"
"Belarus","2002","79299.1631435477"
"Belarus","2001","80011.3073773478"
"Belarus","2000","81363.7815927297"
"Belarus","1999","84637.0431074723"
"Belarus","1998","90561.886403469"
"Belarus","1997","89303.5692334128"
"Belarus","1996","89110.9036364121"
"Belarus","1995","88354.3096305083"
"Belarus","1994","96767.0373647916"
"Belarus","1993","112569.633715813"
"Belarus","1992","126498.179572715"
"Belarus","1991","140015.454403757"
"Belarus","1990","145461.610718246"
"Belgium","2020","106433.258291938"
"Belgium","2019","116448.184893744"
"Belgium","2018","117594.039501808"
"Belgium","2017","117097.878119762"
"Belgium","2016","117417.880638122"
"Belgium","2015","118955.466332515"
"Belgium","2014","114768.436216905"
"Belgium","2013","120458.319805876"
"Belgium","2012","120361.604337862"
"Belgium","2011","123133.690309926"
"Belgium","2010","133645.766847301"
"Belgium","2009","126354.108309179"
"Belgium","2008","138989.568279732"
"Belgium","2007","139072.470346177"
"Belgium","2006","142712.5808602"
"Belgium","2005","145549.733086787"
"Belgium","2004","148537.134252266"
"Belgium","2003","147701.436869999"
"Belgium","2002","147403.72746583"
"Belgium","2001","147320.470668804"
"Belgium","2000","148879.161101775"
"Belgium","1999","147781.81559888"
"Belgium","1998","154012.68257132"
"Belgium","1997","148839.892655988"
"Belgium","1996","157305.327493838"
"Belgium","1995","153593.38357676"
"Belgium","1994","151469.475240521"
"Belgium","1993","146865.836721081"
"Belgium","1992","148007.194261512"
"Belgium","1991","148406.620741291"
"Belgium","1990","145686.757039662"
"Bulgaria","2020","49185.6231531451"
"Bulgaria","2019","59472.623194269"
"Bulgaria","2018","60309.8064288841"
"Bulgaria","2017","63332.7832349717"
"Bulgaria","2016","60140.8623065733"
"Bulgaria","2015","62269.0320715972"
"Bulgaria","2014","58876.2574694926"
"Bulgaria","2013","55591.1534191341"
"Bulgaria","2012","59659.3412379926"
"Bulgaria","2011","64625.4770362693"
"Bulgaria","2010","59321.2147963327"
"Bulgaria","2009","56638.4488135857"
"Bulgaria","2008","65501.8738959024"
"Bulgaria","2007","66754.5180712621"
"Bulgaria","2006","62777.4285569067"
"Bulgaria","2005","62067.1854635909"
"Bulgaria","2004","61426.2811664771"
"Bulgaria","2003","62198.1975451471"
"Bulgaria","2002","57346.4455371079"
"Bulgaria","2001","59940.0299877116"
"Bulgaria","2000","56965.7656997254"
"Bulgaria","1999","57845.8096504725"
"Bulgaria","1998","64862.5783370473"
"Bulgaria","1997","68918.2278604563"
"Bulgaria","1996","72110.0354971137"
"Bulgaria","1995","71677.0192270702"
"Bulgaria","1994","70137.9351544066"
"Bulgaria","1993","74018.3255554873"
"Bulgaria","1992","74601.9497331647"
"Bulgaria","1991","80200.0312201815"
"Bulgaria","1990","98356.8132704538"
"Canada","2020","672354.021960004"
"Canada","2019","738283.44606875"
"Canada","2018","740006.269563428"
"Canada","2017","725015.646612367"
"Canada","2016","715095.857352056"
"Canada","2015","732536.872406002"
"Canada","2014","729599.783440423"
"Canada","2013","732162.301610861"
"Canada","2012","725587.101941995"
"Canada","2011","720820.930741769"
"Canada","2010","709654.060679167"
"Canada","2009","697734.944932723"
"Canada","2008","739063.151648941"
"Canada","2007","756833.258105569"
"Canada","2006","734586.990027243"
"Canada","2005","741182.843255154"
"Canada","2004","745194.047462783"
"Canada","2003","743286.854384847"
"Canada","2002","724281.129555186"
"Canada","2001","718320.043152663"
"Canada","2000","726987.282993296"
"Canada","1999","701758.711728973"
"Canada","1998","688613.931024858"
"Canada","1997","682298.998432811"
"Canada","1996","666701.910230366"
"Canada","1995","645455.296776335"
"Canada","1994","628145.869193633"
"Canada","1993","607681.076913673"
"Canada","1992","605290.248819804"
"Canada","1991","587905.793884651"
"Canada","1990","594722.243419636"
"Croatia","2020","23756.3520855174"
"Croatia","2019","24622.298579906"
"Croatia","2018","24400.2006252741"
"Croatia","2017","25479.0453250053"
"Croatia","2016","24609.2442094427"
"Croatia","2015","24349.0809854038"
"Croatia","2014","23875.9618304615"
"Croatia","2013","24611.9173580103"
"Croatia","2012","25884.8140564579"
"Croatia","2011","27645.3794980624"
"Croatia","2010","27931.2879273671"
"Croatia","2009","28313.8559991301"
"Croatia","2008","30583.1973771618"
"Croatia","2007","31495.4014220897"
"Croatia","2006","30044.1662539931"
"Croatia","2005","29663.3540151532"
"Croatia","2004","29171.0457277794"
"Croatia","2003","29141.4500284512"
"Croatia","2002","27711.1276292786"
"Croatia","2001","26662.2579034706"
"Croatia","2000","25489.5055318744"
"Croatia","1999","25767.4748211706"
"Croatia","1998","24463.8652432873"
"Croatia","1997","24377.5573313709"
"Croatia","1996","22990.9695851205"
"Croatia","1995","22499.6505570476"
"Croatia","1994","21840.7703408676"
"Croatia","1993","22743.3073639433"
"Croatia","1992","22794.3231924633"
"Croatia","1991","24719.6035146913"
"Croatia","1990","31416.2846584319"
"Cyprus","2020","8871.57397456459"
"Cyprus","2019","8900.1151582937"
"Cyprus","2018","8857.8018822861"
"Cyprus","2017","8996.81955807658"
"Cyprus","2016","8799.31603291249"
"Cyprus","2015","8344.081731194"
"Cyprus","2014","8292.64485625131"
"Cyprus","2013","7919.82177486279"
"Cyprus","2012","8629.84047573072"
"Cyprus","2011","9157.41750117094"
"Cyprus","2010","9464.04285248053"
"Cyprus","2009","9788.89866921532"
"Cyprus","2008","10025.6904235272"
"Cyprus","2007","9802.21525377035"
"Cyprus","2006","9470.49251014062"
"Cyprus","2005","9211.17772510439"
"Cyprus","2004","9085.60228038316"
"Cyprus","2003","8861.24179819504"
"Cyprus","2002","8468.06777372747"
"Cyprus","2001","8242.10452077498"
"Cyprus","2000","8296.67689975226"
"Cyprus","1999","8026.0025052006"
"Cyprus","1998","7758.97041014223"
"Cyprus","1997","7430.12564344054"
"Cyprus","1996","7341.98909949858"
"Cyprus","1995","6996.9437697606"
"Cyprus","1994","7060.23417126129"
"Cyprus","1993","6812.17762137725"
"Cyprus","1992","6523.43248346273"
"Cyprus","1991","6077.9641503013"
"Cyprus","1990","5576.48795535036"
"Czechia","2020","112788.578305347"
"Czechia","2019","122895.333798714"
"Czechia","2018","128733.422939161"
"Czechia","2017","130553.183940162"
"Czechia","2016","129495.192829986"
"Czechia","2015","128158.541738565"
"Czechia","2014","126728.251487944"
"Czechia","2013","128913.026677277"
"Czechia","2012","134176.041684009"
"Czechia","2011","138116.485097765"
"Czechia","2010","139549.874467376"
"Czechia","2009","136747.680211448"
"Czechia","2008","146108.235608509"
"Czechia","2007","151128.298812815"
"Czechia","2006","149370.878062765"
"Czechia","2005","148097.960396788"
"Czechia","2004","150302.642167863"
"Czechia","2003","149239.927193039"
"Czechia","2002","146096.99632478"
"Czechia","2001","149698.636756702"
"Czechia","2000","149594.367771339"
"Czechia","1999","139213.240598541"
"Czechia","1998","148909.789353829"
"Czechia","1997","154987.139360208"
"Czechia","1996","159433.590170964"
"Czechia","1995","156320.848216989"
"Czechia","1994","157398.165947303"
"Czechia","1993","166101.383225377"
"Czechia","1992","173319.615014893"
"Czechia","1991","178725.423649812"
"Czechia","1990","196955.242249887"
"Denmark","2020","43457.97518516"
"Denmark","2019","46145.4285360454"
"Denmark","2018","49963.8048569474"
"Denmark","2017","50038.3440365118"
"Denmark","2016","52158.3947611487"
"Denmark","2015","50125.4556579527"
"Denmark","2014","52740.3406490268"
"Denmark","2013","56919.3499496315"
"Denmark","2012","55194.7742759814"
"Denmark","2011","59786.0379945305"
"Denmark","2010","65011.3582531479"
"Denmark","2009","64703.0876679258"
"Denmark","2008","67493.8766668712"
"Denmark","2007","71086.7031663124"
"Denmark","2006","75696.1396240473"
"Denmark","2005","67944.2700590719"
"Denmark","2004","72333.0843992836"
"Denmark","2003","78316.4494734491"
"Denmark","2002","73239.9170011581"
"Denmark","2001","73820.4609998062"
"Denmark","2000","72100.8718035398"
"Denmark","1999","76380.8637409551"
"Denmark","1998","78885.8570316748"
"Denmark","1997","82916.56561159"
"Denmark","1996","92340.4597104745"
"Denmark","1995","79174.8673514349"
"Denmark","1994","82105.1323971954"
"Denmark","1993","78197.6971118582"
"Denmark","1992","76040.8197497298"
"Denmark","1991","82054.1522303422"
"Denmark","1990","71429.9715728015"
"Estonia","2020","11555.8088284825"
"Estonia","2019","14636.120423741"
"Estonia","2018","20125.7362569229"
"Estonia","2017","20965.4708623554"
"Estonia","2016","19721.5876780354"
"Estonia","2015","18036.693038011"
"Estonia","2014","21104.4526262488"
"Estonia","2013","21931.1840601933"
"Estonia","2012","20023.4477254451"
"Estonia","2011","21134.1418571"
"Estonia","2010","21180.806957804"
"Estonia","2009","16570.9062483622"
"Estonia","2008","20050.2646181882"
"Estonia","2007","22105.7669681525"
"Estonia","2006","18501.9694593518"
"Estonia","2005","19157.4845919055"
"Estonia","2004","19390.5357951363"
"Estonia","2003","19262.288499292"
"Estonia","2002","17313.1074009428"
"Estonia","2001","17909.5907076149"
"Estonia","2000","17479.5222507778"
"Estonia","1999","17851.345185761"
"Estonia","1998","18999.9955721625"
"Estonia","1997","20750.1037461261"
"Estonia","1996","21033.5341973622"
"Estonia","1995","20080.5294114586"
"Estonia","1994","22181.1833065118"
"Estonia","1993","21688.5699861256"
"Estonia","1992","27136.6555688746"
"Estonia","1991","37295.3242356746"
"Estonia","1990","40175.1747428541"
"European Union","2020","3698853.38150887"
"European Union","2019","4044184.91794061"
"European Union","2018","4218389.34196264"
"European Union","2017","4312712.82789523"
"European Union","2016","4298611.95057988"
"European Union","2015","4319050.29357129"
"European Union","2014","4288667.55336964"
"European Union","2013","4467189.7057192"
"European Union","2012","4566472.05484188"
"European Union","2011","4625050.56802461"
"European Union","2010","4778994.69771716"
"European Union","2009","4677055.06168129"
"European Union","2008","5050095.44903059"
"European Union","2007","5166220.25100651"
"European Union","2006","5210394.32984221"
"European Union","2005","5221570.83990379"
"European Union","2004","5257153.41289876"
"European Union","2003","5255183.51723646"
"European Union","2002","5168085.2470026"
"European Union","2001","5203024.49470628"
"European Union","2000","5151249.51015967"
"European Union","1999","5160512.36507243"
"European Union","1998","5265874.99705088"
"European Union","1997","5306604.74843104"
"European Union","1996","5400843.98297052"
"European Union","1995","5288524.93111131"
"European Union","1994","5241410.08083578"
"European Union","1993","5271773.81310264"
"European Union","1992","5368330.21273443"
"European Union","1991","5542018.74914098"
"European Union","1990","5635717.50210838"
"Finland","2020","47716.2964591741"
"Finland","2019","52734.6548372824"
"Finland","2018","56125.1211113291"
"Finland","2017","55056.0691868177"
"Finland","2016","57868.1404940582"
"Finland","2015","54970.8710978562"
"Finland","2014","58546.3736052667"
"Finland","2013","62724.3090722205"
"Finland","2012","62290.0988070445"
"Finland","2011","67835.6300588328"
"Finland","2010","75602.4745490644"
"Finland","2009","67794.6058433274"
"Finland","2008","71466.3078592903"
"Finland","2007","79565.7272097609"
"Finland","2006","81206.9180174451"
"Finland","2005","69849.4992957503"
"Finland","2004","81823.5899296026"
"Finland","2003","85529.7716183399"
"Finland","2002","77894.206760662"
"Finland","2001","75462.5503447293"
"Finland","2000","70130.0843337014"
"Finland","1999","72008.8563517837"
"Finland","1998","72632.5762659259"
"Finland","1997","76325.0767519904"
"Finland","1996","77625.718042818"
"Finland","1995","71632.4610947377"
"Finland","1994","75346.7525381657"
"Finland","1993","69761.2007767156"
"Finland","1992","67511.7972127365"
"Finland","1991","68929.120271826"
"Finland","1990","71015.7675717676"
"France","2020","399412.668092019"
"France","2019","441488.01258991"
"France","2018","450787.077518086"
"France","2017","469718.624661672"
"France","2016","466376.978307856"
"France","2015","464491.268423757"
"France","2014","461189.490089847"
"France","2013","491335.786329805"
"France","2012","490256.228770983"
"France","2011","488753.449687076"
"France","2010","512753.492094355"
"France","2009","508213.89688577"
"France","2008","530722.79595868"
"France","2007","536374.997039527"
"France","2006","545587.443650175"
"France","2005","556120.549091864"
"France","2004","555107.217904544"
"France","2003","556136.30687601"
"France","2002","553086.835850093"
"France","2001","558358.440521986"
"France","2000","553001.736434446"
"France","1999","558784.320845778"
"France","1998","564256.478601076"
"France","1997","549668.410719011"
"France","1996","557168.382482019"
"France","1995","540195.194793036"
"France","1994","534674.419782344"
"France","1993","542044.614802852"
"France","1992","562058.253358453"
"France","1991","574174.333663964"
"France","1990","547183.228660208"
"Germany","2020","728737.653284303"
"Germany","2019","799733.987767603"
"Germany","2018","850541.986795067"
"Germany","2017","885729.46902261"
"Germany","2016","901442.029954336"
"Germany","2015","897953.671215558"
"Germany","2014","894464.540539646"
"Germany","2013","933987.36117341"
"Germany","2012","916901.016733022"
"Germany","2011","911243.774195541"
"Germany","2010","935768.3641717"
"Germany","2009","902742.059677655"
"Germany","2008","968935.030061242"
"Germany","2007","968039.596654852"
"Germany","2006","993738.732230684"
"Germany","2005","986709.484563743"
"Germany","2004","1011768.82990361"
"Germany","2003","1028625.7718902"
"Germany","2002","1031672.50912431"
"Germany","2001","1052999.47680929"
"Germany","2000","1036926.2614134"
"Germany","1999","1039200.17229976"
"Germany","1998","1073178.32284161"
"Germany","1997","1098413.40118324"
"Germany","1996","1133362.88413565"
"Germany","1995","1115305.35688393"
"Germany","1994","1119681.96771452"
"Germany","1993","1137451.36702954"
"Germany","1992","1146454.34159977"
"Germany","1991","1195966.13756971"
"Germany","1990","1241919.23363792"
"Greece","2020","74941.226491159"
"Greece","2019","85707.3196797429"
"Greece","2018","92417.4703497662"
"Greece","2017","95710.7060738829"
"Greece","2016","91911.6816469038"
"Greece","2015","95528.7133742323"
"Greece","2014","99366.7132036354"
"Greece","2013","102778.449177319"
"Greece","2012","112271.631093494"
"Greece","2011","115528.991355319"
"Greece","2010","118511.006986116"
"Greece","2009","124587.313797248"
"Greece","2008","131795.74052217"
"Greece","2007","135149.151916258"
"Greece","2006","132494.194067957"
"Greece","2005","136414.345018707"
"Greece","2004","131947.818778002"
"Greece","2003","131303.762140695"
"Greece","2002","127561.939391443"
"Greece","2001","127576.187634727"
"Greece","2000","126532.372082782"
"Greece","1999","123144.350519788"
"Greece","1998","123012.638426375"
"Greece","1997","117432.533317373"
"Greece","1996","112533.540962101"
"Greece","1995","109399.05975325"
"Greece","1994","107040.733256284"
"Greece","1993","104318.909645802"
"Greece","1992","104711.349364998"
"Greece","1991","103503.177698451"
"Greece","1990","103450.640316348"
"Hungary","2020","62818.385616135"
"Hungary","2019","64580.9749801901"
"Hungary","2018","64756.3486941147"
"Hungary","2017","64728.7541071953"
"Hungary","2016","62256.3360158008"
"Hungary","2015","61495.8314722442"
"Hungary","2014","58401.352033927"
"Hungary","2013","58033.0371024734"
"Hungary","2012","60915.3958681514"
"Hungary","2011","64309.2218259092"
"Hungary","2010","66021.0828155025"
"Hungary","2009","65358.1624328129"
"Hungary","2008","71559.7090871509"
"Hungary","2007","73703.7121438518"
"Hungary","2006","75480.5553187257"
"Hungary","2005","76713.5711991618"
"Hungary","2004","76946.2428203999"
"Hungary","2003","78048.2801121574"
"Hungary","2002","75141.7957501228"
"Hungary","2001","76868.9165704227"
"Hungary","2000","74928.8132383766"
"Hungary","1999","77817.2249321892"
"Hungary","1998","77400.9058796518"
"Hungary","1997","78011.9227132355"
"Hungary","1996","79554.0349532956"
"Hungary","1995","77194.4123018105"
"Hungary","1994","78430.4283500642"
"Hungary","1993","79372.3251579294"
"Hungary","1992","78157.6484844591"
"Hungary","1991","88340.3198364444"
"Hungary","1990","94820.9221073324"
"Iceland","2020","4509.63950841403"
"Iceland","2019","4713.00875986395"
"Iceland","2018","4847.08820467023"
"Iceland","2017","4776.96709427013"
"Iceland","2016","4692.48015528069"
"Iceland","2015","4746.02352068884"
"Iceland","2014","4661.46129583048"
"Iceland","2013","4661.0305562108"
"Iceland","2012","4653.19328972544"
"Iceland","2011","4646.53909556732"
"Iceland","2010","4864.92158661318"
"Iceland","2009","4969.11631795387"
"Iceland","2008","5299.86556713446"
"Iceland","2007","4906.69972079673"
"Iceland","2006","4608.8760914319"
"Iceland","2005","4018.83850102766"
"Iceland","2004","4167.98887328418"
"Iceland","2003","4065.1715220828"
"Iceland","2002","4101.83529869391"
"Iceland","2001","4011.1360409887"
"Iceland","2000","4119.48124208404"
"Iceland","1999","4096.91869136255"
"Iceland","1998","3875.49962265437"
"Iceland","1997","3731.122566294"
"Iceland","1996","3563.56844221415"
"Iceland","1995","3506.17532112879"
"Iceland","1994","3376.15882822238"
"Iceland","1993","3449.36819556339"
"Iceland","1992","3369.39987838825"
"Iceland","1991","3459.85166632527"
"Iceland","1990","3674.4809076569"
"Ireland","2020","58032.3402604223"
"Ireland","2019","60158.0130202528"
"Ireland","2018","62662.0972437468"
"Ireland","2017","62379.8469685378"
"Ireland","2016","62998.0527792851"
"Ireland","2015","60768.0851051861"
"Ireland","2014","58315.698490406"
"Ireland","2013","58837.5589888947"
"Ireland","2012","59038.3783358788"
"Ireland","2011","57977.9996489375"
"Ireland","2010","62176.4543555962"
"Ireland","2009","62660.7028446492"
"Ireland","2008","68464.8943642135"
"Ireland","2007","68967.0091231737"
"Ireland","2006","70028.4450636496"
"Ireland","2005","70678.9933253076"
"Ireland","2004","68791.6761617847"
"Ireland","2003","69367.0068928967"
"Ireland","2002","68970.2928802831"
"Ireland","2001","70923.5756892677"
"Ireland","2000","68937.365136781"
"Ireland","1999","66731.5795660819"
"Ireland","1998","65470.4065541865"
"Ireland","1997","62818.5610560068"
"Ireland","1996","61401.8478694773"
"Ireland","1995","59223.6031127338"
"Ireland","1994","57697.723460032"
"Ireland","1993","56268.975497872"
"Ireland","1992","55678.3816126709"
"Ireland","1991","55674.5248216693"
"Ireland","1990","54823.1902383205"
"Italy","2020","381247.962129704"
"Italy","2019","418352.219228635"
"Italy","2018","429624.381725522"
"Italy","2017","433482.096697367"
"Italy","2016","439274.369814366"
"Italy","2015","441759.073185087"
"Italy","2014","429340.842115451"
"Italy","2013","450434.411911247"
"Italy","2012","485879.735048006"
"Italy","2011","505141.144529545"
"Italy","2010","517804.064457797"
"Italy","2009","506541.126076667"
"Italy","2008","561556.791851648"
"Italy","2007","574665.810153265"
"Italy","2006","580197.223464496"
"Italy","2005","590908.21028633"
"Italy","2004","589774.297569142"
"Italy","2003","584005.540728145"
"Italy","2002","564909.797842376"
"Italy","2001","558983.286162665"
"Italy","2000","557290.628564935"
"Italy","1999","553714.513365136"
"Italy","1998","548410.485558923"
"Italy","1997","535982.685444498"
"Italy","1996","528309.103352039"
"Italy","1995","533876.446304446"
"Italy","1994","507332.062822818"
"Italy","1993","513231.785838084"
"Italy","1992","520199.419619903"
"Italy","1991","521154.087858255"
"Italy","1990","519907.936527643"
"Japan","2020","1148122.07980629"
"Japan","2019","1210159.61994213"
"Japan","2018","1245542.08424269"
"Japan","2017","1289434.11690037"
"Japan","2016","1302713.83280862"
"Japan","2015","1319410.64063851"
"Japan","2014","1357949.76635287"
"Japan","2013","1406811.17524046"
"Japan","2012","1394952.48349383"
"Japan","2011","1352174.89448092"
"Japan","2010","1301405.89948769"
"Japan","2009","1247885.8834503"
"Japan","2008","1319987.88902938"
"Japan","2007","1392763.0333383"
"Japan","2006","1357463.48903142"
"Japan","2005","1378746.69539592"
"Japan","2004","1370990.9414003"
"Japan","2003","1379554.99719121"
"Japan","2002","1372841.47888037"
"Japan","2001","1348960.20791562"
"Japan","2000","1374626.42087761"
"Japan","1999","1354848.93113891"
"Japan","1998","1331447.76210142"
"Japan","1997","1379898.4800102"
"Japan","1996","1387772.00631616"
"Japan","1995","1374714.90129404"
"Japan","1994","1353190.9174446"
"Japan","1993","1292021.17787205"
"Japan","1992","1296213.00747754"
"Japan","1991","1284360.84636604"
"Japan","1990","1269901.03468119"
"Latvia","2020","10446.6255573023"
"Latvia","2019","11103.625380565"
"Latvia","2018","11235.0396183086"
"Latvia","2017","10733.27796182"
"Latvia","2016","10693.3113805541"
"Latvia","2015","10703.357989597"
"Latvia","2014","10647.8044210872"
"Latvia","2013","10742.2530354819"
"Latvia","2012","10830.4839654598"
"Latvia","2011","11010.6790079069"
"Latvia","2010","11801.9306213257"
"Latvia","2009","10715.2567194382"
"Latvia","2008","11403.3989576853"
"Latvia","2007","11854.5831523216"
"Latvia","2006","11409.5449330856"
"Latvia","2005","10927.8716865245"
"Latvia","2004","10755.6039953483"
"Latvia","2003","10789.2549714571"
"Latvia","2002","10617.1695942493"
"Latvia","2001","10646.9296028208"
"Latvia","2000","10059.7752946546"
"Latvia","1999","10674.5740049661"
"Latvia","1998","11451.0212107449"
"Latvia","1997","11949.3595621304"
"Latvia","1996","12503.0601167875"
"Latvia","1995","12448.4758902001"
"Latvia","1994","13831.485762162"
"Latvia","1993","15782.9632126901"
"Latvia","1992","19199.8799615182"
"Latvia","1991","23972.5348056226"
"Latvia","1990","25868.2515256936"
"Liechtenstein","2020","179.658838631699"
"Liechtenstein","2019","187.673458435293"
"Liechtenstein","2018","181.272684263411"
"Liechtenstein","2017","193.456956019306"
"Liechtenstein","2016","187.757639681492"
"Liechtenstein","2015","198.14647467886"
"Liechtenstein","2014","199.726888191391"
"Liechtenstein","2013","230.729736298459"
"Liechtenstein","2012","224.508580749935"
"Liechtenstein","2011","215.322631080744"
"Liechtenstein","2010","228.166440151023"
"Liechtenstein","2009","243.101451204527"
"Liechtenstein","2008","257.82926183398"
"Liechtenstein","2007","238.053706867168"
"Liechtenstein","2006","267.244855706829"
"Liechtenstein","2005","263.639775848082"
"Liechtenstein","2004","263.227283694773"
"Liechtenstein","2003","263.006012260661"
"Liechtenstein","2002","252.88184028155"
"Liechtenstein","2001","246.569354311664"
"Liechtenstein","2000","247.006737113963"
"Liechtenstein","1999","256.382880373065"
"Liechtenstein","1998","259.382499273861"
"Liechtenstein","1997","248.424834314175"
"Liechtenstein","1996","235.849498697597"
"Liechtenstein","1995","233.539562200443"
"Liechtenstein","1994","229.721082192849"
"Liechtenstein","1993","243.36561788283"
"Liechtenstein","1992","236.242500959568"
"Liechtenstein","1991","236.043469183409"
"Liechtenstein","1990","228.474653542315"
"Lithuania","2020","20182.553600232"
"Lithuania","2019","20360.5923021506"
"Lithuania","2018","20159.0200464906"
"Lithuania","2017","20528.9056958408"
"Lithuania","2016","20326.5793117699"
"Lithuania","2015","20303.889373396"
"Lithuania","2014","19995.6959417463"
"Lithuania","2013","20026.9178921052"
"Lithuania","2012","21266.7326677476"
"Lithuania","2011","21343.2198306847"
"Lithuania","2010","20750.1565471059"
"Lithuania","2009","19911.5063369679"
"Lithuania","2008","24203.7631119805"
"Lithuania","2007","25182.3612455172"
"Lithuania","2006","23003.8472340474"
"Lithuania","2005","22714.4137073269"
"Lithuania","2004","21608.680815937"
"Lithuania","2003","20789.5306114279"
"Lithuania","2002","20622.2609105974"
"Lithuania","2001","20243.1641785659"
"Lithuania","2000","19441.0065572473"
"Lithuania","1999","20987.2761046227"
"Lithuania","1998","23804.5113650735"
"Lithuania","1997","22840.9172519887"
"Lithuania","1996","23276.5039655815"
"Lithuania","1995","22233.4890140037"
"Lithuania","1994","23219.9272538497"
"Lithuania","1993","24586.6804279198"
"Lithuania","1992","30664.5413223477"
"Lithuania","1991","49843.9441450969"
"Lithuania","1990","47860.8964737355"
"Luxembourg","2020","9064.90209881749"
"Luxembourg","2019","10732.7007272692"
"Luxembourg","2018","10561.4662251526"
"Luxembourg","2017","10261.7513159501"
"Luxembourg","2016","10078.7340567115"
"Luxembourg","2015","10317.7212345684"
"Luxembourg","2014","10797.4297659207"
"Luxembourg","2013","11276.7486339208"
"Luxembourg","2012","11809.919134582"
"Luxembourg","2011","12052.2762585777"
"Luxembourg","2010","12168.5284019659"
"Luxembourg","2009","11597.3310147008"
"Luxembourg","2008","12143.354963967"
"Luxembourg","2007","12255.969862489"
"Luxembourg","2006","12838.2502431422"
"Luxembourg","2005","13006.6107423287"
"Luxembourg","2004","12763.4130851988"
"Luxembourg","2003","11376.9740004613"
"Luxembourg","2002","10931.6604335585"
"Luxembourg","2001","10155.1467228126"
"Luxembourg","2000","9664.5327932482"
"Luxembourg","1999","9084.314131519"
"Luxembourg","1998","8620.15754590468"
"Luxembourg","1997","9501.80075888417"
"Luxembourg","1996","10152.1226723258"
"Luxembourg","1995","10090.9330865121"
"Luxembourg","1994","12464.6845670675"
"Luxembourg","1993","13299.4379438269"
"Luxembourg","1992","13143.8405294187"
"Luxembourg","1991","13373.8740890736"
"Luxembourg","1990","12732.9932758969"
"Malta","2020","2121.58962311923"
"Malta","2019","2131.76316910239"
"Malta","2018","2030.01363515539"
"Malta","2017","2018.04993301845"
"Malta","2016","1835.78060289564"
"Malta","2015","2122.9484565225"
"Malta","2014","2800.65753732247"
"Malta","2013","2795.15612732563"
"Malta","2012","3132.39417986764"
"Malta","2011","2949.95471654938"
"Malta","2010","2944.94298680449"
"Malta","2009","2887.87800801065"
"Malta","2008","3071.84355584264"
"Malta","2007","3133.51597910571"
"Malta","2006","3041.20681883636"
"Malta","2005","2980.53560245588"
"Malta","2004","3143.89611249924"
"Malta","2003","3265.48891727161"
"Malta","2002","2986.05671045925"
"Malta","2001","2936.19834336151"
"Malta","2000","2789.71618268685"
"Malta","1999","2863.79368232138"
"Malta","1998","2778.4482652405"
"Malta","1997","2815.94429227361"
